Sighting Animal,Sighting Evidence,Sighting Evidence Comment,Sighting Quantity,Sighting Presence,Sighting Evidence of Absence,Sighting Provisions Related,Sighting Evidence of Provision,Sighting Native American Presence,Observation Year,Observation Season,Observation Month,Observation Day,Observer Name,Observer ID,Observer Years,Observer Participation,Observer Point of Origin,Observer Notes,Observer Profession,Observer Official Status,Observer Gender,Observation Location,Observation Comments,Trip Participants,Trip Number Participants,Trip Purpose,Trip Comments,Trip Start Year,Trip Start Month,Trip Start Day,Trip End Year,Trip End Month,Trip End Day,Trip Digital Route Available,Source Document,Source Page,Source Author,Source Date of Publication,Source Title,Source Subtitle,Source Publisher,Source Publisher Location,Source Comments
Squirrel,observed animal,3 or 4 new species,3 to 5,1,,0,,0,1860,spring,June,2,"Raynolds, Captain W. F.",wfra,1860,First Hand,continental,,military personnel,Non to Official,M,head of a tributary of the Gros Ventre,,"Captain WF Raynolds, Jim Bridger, Lieutenant Maynadier, Elliot Coues, Ferdinand Hayden",,"""organize an expedition for the explorationof the region…""",US Corps of Topo Engineers,1860,May,21,1860,July,4,1,Raynolds 1868,89,"Raynolds, Captain W.F.",1868,The report of Brevet Brigadier General W.F. Raynolds on the exploration of the Yellowstone and the country drained by that river.,,USGPO,Washington,"originally from 40th Cong., 1st Sess., Sen. Ex. Doc. 77 (report)"
Squirrel,observed animal,,1,1,,0,,0,1871,summer,,0,"Clawson, Calvin C.",cacl,1871,First Hand,regional,,journalist,Non to Official,M,shores of Yellowstone Lake,,"Rossiter W. Raymond, Calvin C. Clawson, AF Thrasher, Eiler, JD Daugherty, Gilman Sawtell",6,tourists,"Virgina City, Madison River, Henry's Lake, Lower Geyser Basin, Yellowstone Lake, West Thumb, Grand Canyon, out west side of present YNP",1871,,0,1871,,0,0,Clawson 2003,95,"Clawson, Calvin C.",2003,,,,,
Squirrel,observed animal,,1,1,,0,,0,1860,spring,June,19,"Raynolds, Captain W. F.",wfra,1860,First Hand,continental,,military personnel,Non to Official,M,Pierre's Hole,,"Captain WF Raynolds, Jim Bridger, Lieutenant Maynadier, Elliot Coues, Ferdinand Hayden",,"""organize an expedition for the explorationof the region…""",US Corps of Topo Engineers,1860,May,21,1860,July,4,1,Raynolds 1868,96,"Raynolds, Captain W.F.",1868,The report of Brevet Brigadier General W.F. Raynolds on the exploration of the Yellowstone and the country drained by that river.,,USGPO,Washington,"originally from 40th Cong., 1st Sess., Sen. Ex. Doc. 77 (report)"
Squirrel,observed animal,,1,1,,0,,0,1879,summer,September,5,"Drummond, Rev. Henry",hedr,1879,Second Hand,international,,clergy,Non to Official,M,crossing Blacktail Plateau toward Tower Fall,,"Geikie, Drummond, John B. Bean, Andy",,,,1879,September,2,1879,September,12,0,Drummond 1901,173,"Drummond, Rev. Henry",1901,,,,,
Squirrel,observed animal,skipped frantically,1,1,,0,,0,1880,fall,,0,"Strahorn, Carrie",cast,1880,First Hand,continental,,journalist,Non to Official,F,in or near Elk Park,,"Robert & Carrie Strahorn, Marshall",,travel writers,late trip,1880,,0,1880,,0,0,Strahorn 1915,270,"Strahorn, Carrie",1915,,,,,
Squirrel,observed animal,,1,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,"high country, few miles away",,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,361,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Squirrel,observed animal,,1,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,Trail Creek drainage,,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,362,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Squirrel,observed animal,"village of ground squirrels, possibly prarie dogs",6 to 10,1,,0,,0,1881,summer,September,25,"Leckler, H. Banard",hble,1881,First Hand,continental,,tourist,Non to Official,M,approaching Ft Ellis,,"Leckler, Mrs Leckler, Ellis, Mrs Ellis, Bill Cromwell, Bob Pratt, Reis, George Graham",7,,"entered from west, geyser basins, Mary Mtn to Canyon, Washbun, MHS, left north",1881,August,21,1881,September,27,0,Leckler 1884p,383,"Leckler, H. Banard",1881,,,,,
Squirrel,observed animal,,1,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,Mammoth Hot Springs,,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,344 to 345,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Squirrel,observed animal,,1,1,,0,,0,1871,spring,,0,"Calfee, Henry Bird",hbca,1871,First Hand,regional,,artist,Non to Official,M,Mud Volcano area,,"Henry Bird Calfee, Macon Josey",2,,,1871,,0,1871,,0,0,Calfee 1899a,,"Calfee, Henry Bird",1899,,,,,
Squirrel,observed animal,ground squirrel,1,1,,0,,0,1880,,,0,"Wickes, Mrs. LD",ldwi,"1879, 1880",First Hand,regional,,unknown,Non to Official,F,between Bozeman & Yellowstone Valley,,Wickes,13,,,1880,,0,1880,,0,0,Livingston Enterprise 1927,,,1927,,,,,
Weasel,observed animal,observed unnamed species,1,1,,0,,0,1879,,,0,"Marshall, William",wima,"1877, 1878, 1879",First Hand,resident,,businessman,Non to Official,M,Yellowstone Lake,,William Marshall,,,,1879,,0,1879,,0,0,Marshall 1880,5,"Marshall, William",1880,,,,,
Weasel,observed animal,do not appear in books,1,1,,0,,0,1870,summer,September,14,"Doane, Gustavus",gudo,"1870, 1874, 1875, 1876, 1878",First Hand,regional,,military personnel,Official,M,Yellowstone Lake,,"Henry Washburn, Captain Gustavus Doane, Truman Everts, Private Williamson, Private Moore, Nathaniel P. Langford, Samuel Hauser, B. Stickney, Jr, Cornelius Hedges, Bean, Reynolds, Jake Smith, Warren Gillette, Walter Trumbull",19,,"40 horses, one dog; Yellowstone Rr toYellowstone Lake to W Thumb to Old Faithful and out Madison",1870,August,25,1870,October,20,1,Doane 1871,26,"Doane, Captain Gustavus",1871,,,,,
Weasel,observed animal,white,1,1,,0,,0,1867,,,0,"Freeman, Legh",lefr,1867,First Hand,continental,,journalist,Non to Official,M,YNP area,,Legh Freeman,,,,1867,,0,1867,,0,0,Freeman 1868b,,"Freeman, Legh",1868,,,,,published in The Frontier Index
Deer,observed animal,,Less than 10,1,,0,,0,1879,,,0,"Marshall, William",wima,"1877, 1878, 1879",First Hand,resident,,businessman,Non to Official,M,Yellowstone Lake,,William Marshall,,,,1879,,0,1879,,0,0,Marshall 1880,2,"Marshall, William",1880,,,,,
Deer,observed animal,large herds,100 to 500,1,,0,,0,1866,summer,August,14,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,camped along Yellowstone River in Livingston area,,A. Bart Henderson,172,prospecting,country around GYE,1866,August,14,1866,October,6,0,Henderson 1894,10,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Deer,observed animal,feeding,Less than 10,1,,0,,0,1872,summer,August,12,"Blackmore, William",wibl,1872,First Hand,international,,hunter,Non to Official,M,on way to present Madison Junction from Lake area,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Blackmore 1872:7,28,"Blackmore, William",1872,,,,,
Deer,observed animal,,Less than 10,1,,0,,0,1880,summer,,0,"Eltonhead, Marion",mael,1880,First Hand,continental,,unknown,Non to Official,F,YNP,,Marion Eltonhead,,,"high social standing, PA trip to West",1880,,0,1880,,0,0,Eltonhead 1918,29,"Eltonhead, Marion",1918,,,,,
Deer,observed animal,plenty,100 to 500,1,,0,,0,1863,spring,April,18,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,Gallatin River Valley,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,158,"Stuart, James",1876,,,,,
Deer,observed animal,,Less than 10,1,,0,,0,1878,,,0,"Marshall, William",wima,"1877, 1878, 1879",First Hand,resident,,businessman,Non to Official,M,YNP,,WI Marshall,,,,1878,,0,1878,,0,0,Strahorn 1879a,212,"Strahorn, Robert",1879,,,,,
Deer,observed animal,band,30 to 100,1,,0,,0,1877,summer,September,0,"Allen, William A.",wial,"1877, 1878",First Hand,resident,,scientist,Non to Official,M,Middle Boulder,,"Allen, Dunn",2,,,1877,September,0,1877,September,0,0,Allen 1903,110 to 111,"Allen, William A.",1903,,,,,
Deer,observed animal,fawn,Less than 10,1,,0,,0,1877,summer,September,0,"Allen, William A.",wial,"1877, 1878",First Hand,resident,,scientist,Non to Official,M,Middle Boulder,,"Allen, Dunn",2,,,1877,September,0,1877,September,0,0,Allen 1903,110 to 111,"Allen, William A.",1903,,,,,
Deer,observed animal,buck,Less than 10,1,,0,,0,1877,summer,September,0,"Allen, William A.",wial,"1877, 1878",First Hand,resident,,scientist,Non to Official,M,Middle Boulder,,"Allen, Dunn",2,,,1877,September,0,1877,September,0,0,Allen 1903,110 to 111,"Allen, William A.",1903,,,,,
Deer,observed animal,four,Less than 10,1,,0,,0,1881,summer,August,0,"Francis, Jr, Francis",frfr,1881,First Hand,international,,journalist,Non to Official,M,,"Location unsure: Mammoth Hots Springs, west side of YNP or Henry's Lake","Francis, B, Bud, Dick",4,writer,,1881,August,0,1881,August,0,0,Francis 1887,31 to 33,"Francis, Jr, Francis",1887,,,,,
Deer,observed animal,,Less than 10,1,,0,,0,1871,spring,,0,"Calfee, Henry Bird",hbca,1871,First Hand,regional,,artist,Non to Official,M,Mud Volcano area,,"Henry Bird Calfee, Macon Josey",2,,,1871,,0,1871,,0,0,Calfee 1899a,,"Calfee, Henry Bird",1899,,,,,
Deer,observed animal,,Less than 10,1,,0,,0,1878,spring,June,14,Sam,sam,1878,First Hand,resident,,unknown,Non to Official,M,Shields River,,"Sam, Pap, Taylor",,deer hunt,,1877,June,0,1877,June,0,0,Sam 1878,,Sam,1878,,,,,
Wolf,observed animal,camp attacked,1,1,,0,,0,1870,summer,August,3,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,upper Lamar River drainage,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Henderson 1894,57,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Wolf,observed animal,large,1,1,,0,,0,1881,summer,August,23,"Leckler, H. Banard",hble,1881,First Hand,continental,,tourist,Non to Official,M,west of Red Rock Lakes,,"Leckler, Mrs Leckler, Ellis, Mrs Ellis, Bill Cromwell, Bob Pratt, Reis, George Graham",7,,"entered from west, geyser basins, Mary Mtn to Canyon, Washbun, MHS, left north",1881,August,21,1881,September,27,0,Leckler 1884c,71,"Leckler, H. Banard",1881,,,,,
Wolf,observed animal,large,1,1,,0,,0,1872,,,0,"Gibbon, John",jogi,1872,First Hand,continental,,military personnel,Non to Official,M,small meadow in area south of Mount Washburn,,John Gibbon,,,military,1872,,0,1872,,0,0,Gibbon 1994,85,"Gibbon, John",1994,,,American Catholic Quarterly Review,,
Wolf,observed animal,"large, approaching",1,1,,0,,0,1873,summer,August,6,"Comstock, Theodore",thco,1873,First Hand,continental,,scientist,Official,M,Turbid Lake,,"Capt WA Jones, Narkok, Capt Noyles, Lt Hall, Comstock, Creary, LeHardy, Lt Young, Heizmann",20,scientific discovery,"20+military escort, packers & scouts, ""Reconnaissance of Northwestern Wyoming"" southeast GYE, Jones Pass, FB, Canyon, Mirror, Tower Fall, Washburn, geyser basins, Lake, Thorofare",1873,July,17,1873,September,5,1,Comstock 1875,92,"Comstock, Theodore",1875,,,,,
Wolf,observed animal,,1,1,,0,,0,1849,,,0,"Gunnison, Lt. J.W.",jwgu,1849,Second Hand,continental,Gunnison comments based on interview with Jim Bridger,military personnel,Non to Official,M,Yellowstone area,"described Lake, geysers, falls. Observation was a general discussion with another explorer about past conditions","Lt. J. W. Gunnison, Jim Bridger",,,at Great Salt Lake discussing GYE,1849,,0,1849,,0,0,Gunnison 1852,151,Gunnison,1852,,,,,
Wolf,observed animal,,1,1,,0,,0,1871,summer,August,8,"Hayden, Ferdinand",feha,"1860, 1871, 1872",First Hand,continental,,scientist,Official,M,Stevenson Island,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,153,"Merrill, Marlene Deahl",1999,,,,,
Wolf,observed animal,,1,1,,0,,0,1832,summer,July,1,"Wyeth, Nathaniel J.",nawy,"1832, 1833",First Hand,continental,,trapper,Non to Official,M,Along the Green River,,"Nathaniel J. Wyeth, John B. Wyeth, Jacob Wyeth",24,business oppurtunities on west coast in Oregon area,nine left to return home from Pierre's Hole,1832,June,29,1832,July,27,0,Wyeth 1899,158,Wyeth,1899,,,,,
Wolf,observed animal,many large buffalo wolves,6 to 10,1,,0,,0,1863,spring,April,26,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,another 18 miles past site of present Big Timber to mouth of Otter Creek,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,163,"Stuart, James",1876,,,,,
Wolf,observed animal,plenty,6 to 10,1,,0,,0,1863,spring,April,27,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,along river another 15 miles,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,164,"Stuart, James",1876,,,,,
Wolf,observed animal,,1,1,,0,,0,1864,,,0,"Nealley, Edward B.",edne,1864,First Hand,regional ,,prospector,Non to Official,M,Paradise Valley,,"Edward B. Nealley, Judge, the trapper",,prospecting,Virginia City to Emigrant Gulch,1864,,0,1864,,0,0,Nealley 1872,209,"Nealley, Edward B.",1872,,,,,
Wolf,observed animal,,1,1,,0,,0,1806,summer,July,21,"Clark, William",wicl,1806,First Hand,continental,,military personnel,Official,M,camp near present Park City,,"Clark, Sacagawea, Willard, Shannon, Sheilds, Sgt. Pryor, LaBiche, Charbonneau, Gibson, Hall",,Lewis & Clark Expedition,Clark returning from West in 1806,1806,July,13,1806,July,24,1,Moulton 1993,210,Moulton,1993,,,,,
Wolf,observed animal,constant attendants of bison,2,1,,0,,0,1806,summer,July,21,"Clark, William",wicl,1806,First Hand,continental,,military personnel,Official,M,camp near present Park City,,"Clark, Sacagawea, Willard, Shannon, Sheilds, Sgt. Pryor, LaBiche, Charbonneau, Gibson, Hall",,Lewis & Clark Expedition,Clark returning from West in 1806,1806,July,13,1806,July,24,1,Moulton 1993,210,Moulton,1993,,,,,
Wolf,observed animal,,1,1,,0,,0,1878,,,0,"Murphy, John Mortimer",jmmu,1878,First Hand,continental,Unknown if visited GYE,journalist,Non to Official,M,YNP,,John Mortimer Murphy,,,"unknown time or location, seven years in west",1878,,0,1878,,0,0,Murphy 1879,222,"Murphy, John Mortimer",1879,,,,,
Wolf,observed animal,plenty,6 to 10,1,,0,,0,1865,summer,September,24,"Smith, Lewis H.",lesm,1865,First Hand,continental,,civilian official,Official,M,near mouth of Clark's Fork of the Yellowstone,,"James Alexander Sawyers, Lewis H. Smith, Corwin M. Lee",,wagon to road construction from Niobrara City to Virginia City,"8 wagons, 600 livestock",1865,September,23,1865,October,28,0,Smith 2000,380,"Smith, Lewis H.",2000,,,,,
Wolf,observed animal,immense,1,1,,0,,0,1881,summer,September,25,"Leckler, H. Banard",hble,1881,First Hand,continental,,tourist,Non to Official,M,"Trail Creek route, west of divide",,"Leckler, Mrs Leckler, Ellis, Mrs Ellis, Bill Cromwell, Bob Pratt, Reis, George Graham",7,,"entered from west, geyser basins, Mary Mtn to Canyon, Washbun, MHS, left north",1881,August,21,1881,September,27,0,Leckler 1884p,382,"Leckler, H. Banard",1881,,,,,
Wolf,observed animal,two sour to looking timber wolves,2,1,,0,,0,1872,,,0,"Norton, Harry J.",hano,1872,First Hand,regional,,journalist,Non to Official,M,Madison Canyon in the park,,"Harry Norton, James Mills, MH Raymond, PA Largey, Hillhouse Raymond, Frank Woodall, Theodore Fletcher",7,,"Madison River, Geyser Basins, Yellowstone Lake, Canyon, Tower, Mammoth Hot Springs",1872,,0,1872,,0,0,Norton 1873,7 to 8,"Norton, Harry",1873,,,,,
Wolf,observed animal,,1,1,,0,,0,1806,summer,July,13,"Clark, William",wicl,1806,First Hand,continental,,military personnel,Official,M,across Gallatin Valley,,"Clark, Sacagawea, Willard, Shannon, Sheilds, Sgt. Pryor, LaBiche, Charbonneau, Gibson, Hall",,Lewis & Clark Expedition,Clark returning from West in 1806,1806,July,13,1806,July,24,1,Moulton 1993,179 to 180,Moulton,1993,,,,,
Wolf,observed animal,,1,1,,0,,0,1875,summer,,0,"Grinnell, George Bird",gbgr,"1875, 1877, 1879",First Hand,continental,,scientist,Official,M,YNP,,"Capt. Ludlow, GB Grinnell",22,information gathering,33 animals,1875,August,9,1875,September,3,0,Grinnell 1875,90 to 91,"Grinnell, George Bird",1875,,,,,
Wolf,observed animal,gray,1,1,,0,,0,1867,,,0,"Freeman, Legh",lefr,1867,First Hand,continental,,journalist,Non to Official,M,YNP area,,Legh Freeman,,,,1867,,0,1867,,0,0,Freeman 1868b,,"Freeman, Legh",1868,,,,,published in The Frontier Index
Wolf,observed animal,,1,1,,0,,0,1871,spring,,0,"Calfee, Henry Bird",hbca,1871,First Hand,regional,,artist,Non to Official,M,Mud Volcano area,,"Henry Bird Calfee, Macon Josey",2,,,1871,,0,1871,,0,0,Calfee 1899a,,"Calfee, Henry Bird",1899,,,,,
Wolverine,observed animal,quite numerous,More than 10,1,,0,,0,1870,summer,September,0,"Doane, Gustavus",gudo,"1870, 1874, 1875, 1876, 1878",First Hand,regional,,military personnel,Official,M,,,"Henry Washburn, Captain Gustavus Doane, Truman Everts, Private Williamson, Private Moore, Nathaniel P. Langford, Samuel Hauser, B. Stickney, Jr, Cornelius Hedges, Bean, Reynolds, Jake Smith, Warren Gillette, Walter Trumbull",19,,"40 horses, one dog; Yellowstone Rr toYellowstone Lake to W Thumb to Old Faithful and out Madison",1870,August,25,1870,October,20,1,Doane 1878,1,"Doane, Captian Gustavus",1878,,,,,
Wolverine,observed animal,plenty,6 to 10,1,,0,,0,1870,summer,July,1,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,upper Slough Creek drainage,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Henderson 1894,51,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Wolverine,observed animal,description confusing,1,1,,0,,0,1875,summer,July,31,"Strong, General William Emerson",west,1875,First Hand,continental,,military personnel,Official,M,south side of Mt Washburn,,"Gen WE Stong, Sec of War W Belknap, Gen R Marcy, Gen N Sweitzer, Gen J Forsyth, Col G Gillespie, Lt G Doane, R Whitefoot",35,,military dignitaries,1875,July,26,1875,August,13,0,Strong 1968,56,"Strong, General William Emerson",1968,,,,,
Wolverine,observed animal,,1,1,,0,,0,1871,summer,August,11,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,inlet of upperYellowstone River at Southeast Arm,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,157,"Merrill, Marlene Deahl",1999,,,,,
Wolverine,observed animal,or skunk bear,1,1,,0,,0,1880,summer,,0,"Pickett, William D.",wipi,"1877, 1879, 1880, 1881",First Hand,continental/resident,,rancher,Non to Official,M,present Turbid Lake,,"Pickett, Hofer, Herendeen",,hunting,,1880,,0,1880,,0,0,Pickett 1913,158 to 161,"Pickett, William D.",1913,,,,,
Wolverine,observed animal,,1,1,,0,,0,1881,winter,,0,"Yount, Harry",hayo,"1880, 1881",First Hand,resident,,civilian official,Official,M,YNP,,Yount,,game keeper,,1881,,0,1881,,0,0,Yount 1881b,62 to 63,"Yount, Harry",1881,,,,,
Wolverine,observed animal,,1,1,,0,,0,1875,summer,,0,"Grinnell, George Bird",gbgr,"1875, 1877, 1879",First Hand,continental,,scientist,Official,M,YNP,,"Capt. Ludlow, GB Grinnell",22,information gathering,33 animals,1875,August,9,1875,September,3,0,Grinnell 1875,90 to 91,"Grinnell, George Bird",1875,,,,,
Wolverine,observed animal,,1,1,,0,,0,1871,spring,,0,"Calfee, Henry Bird",hbca,1871,First Hand,regional,,artist,Non to Official,M,Mud Volcano area,,"Henry Bird Calfee, Macon Josey",2,,,1871,,0,1871,,0,0,Calfee 1899a,,"Calfee, Henry Bird",1899,,,,,
Badger,observed sign,holes,2,1,,0,,0,1881,summer,August,28,"Leckler, H. Banard",hble,1881,First Hand,continental,,tourist,Non to Official,M,headed east,,"Leckler, Mrs Leckler, Ellis, Mrs Ellis, Bill Cromwell, Bob Pratt, Reis, George Graham",7,,"entered from west, geyser basins, Mary Mtn to Canyon, Washbun, MHS, left north",1881,August,21,1881,September,27,0,Leckler 1884d,93,"Leckler, H. Banard",1881,,,,,
Badger,observed sign,great number of holes,3 to 5,1,,0,,0,1872,summer,July,0,"Langford, Nathaniel P.",npla,"1870, 1872",First Hand,regional,,businessman,Official,M,Teton Basin,,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Langford 1873b,136,"Langford, Nathaniel P.",1873,,,,,
Badger,observed sign,hole,1,1,,0,,0,1806,summer,July,18,"Clark, William",wicl,1806,First Hand,continental,,military personnel,Official,M,later that day,,"Clark, Sacagawea, Willard, Shannon, Sheilds, Sgt. Pryor, LaBiche, Charbonneau, Gibson, Hall",,Lewis & Clark Expedition,Clark returning from West in 1806,1806,July,13,1806,July,24,1,Moulton 1993,200,Moulton,1993,,,,,
Badger,observed sign,excavations,2,1,,0,,0,1871,summer,,0,"Raymond, Rossiter W.",rora,1871,First Hand,continental,,civilian official,Non to Official,M,region between Virginia City and Yellowstone Lake,,"Rossiter W. Raymond, Calvin C. Clawson, AF Thrasher, Eiler, JD Daugherty, Gilman Sawtell",6,tourists,"Virgina City, Madison River, Henry's Lake, Lower Geyser Basin, Yellowstone Lake, West Thumb, Grand Canyon, out west side of present YNP",1871,,0,1871,,0,0,Raymond 1873,274,"Raymond, Rossiter W.",1873,,,,,Harper's Weekly article
Badger,observed sign,hole,1,1,,0,,0,1876,summer,August,9,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,between Leigh and Teton Creeks,,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Badger,observed sign,enduring evidences of their occupancy,2,1,,0,,0,1880,,,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,YNP,,"Norris, Yount",,superintendent,,1880,June,0,1880,November,0,0,Norris 1881a,35 to 36,"Norris, Philetus W.",1881,,,,,
Badger,observed sign,countless burrowes,3 to 5,1,,0,,0,1880,,,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,YNP,,"Norris, Yount",,superintendent,,1880,June,0,1880,November,0,0,Norris 1881a,43 to 44,"Norris, Philetus W.",1881,,,,,
Badger,observed sign,holes,2,1,,0,,0,1872,summer,July,31,"Blackmore, William",wibl,1872,First Hand,international,,hunter,Non to Official,M,Lamar Valley,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Blackmore 1872:6,75 to 77,"Blackmore, William",1872,,,,,
Bear,observed sign,among the cherry bushes,1,1,,0,,0,1870,summer,August,24,"Hedges, Cornelius",cohe,1870,First Hand,regional,,businessman,Official,M,,,"Henry Washburn, Captain Gustavus Doane, Truman Everts, Private Williamson, Private Moore, Nathaniel P. Langford, Samuel Hauser, B. Stickney, Jr, Cornelius Hedges, Bean, Reynolds, Jake Smith, Warren Gillette, Walter Trumbull",19,,"40 horses, one dog; Yellowstone Rr toYellowstone Lake to W Thumb to Old Faithful and out Madison",1870,August,25,1870,October,20,1,Hedges 1870a,3,"Hedges, Cornelius",1870,,,,,
Bear,observed sign,prints,1,1,,0,,0,1873,summer,August,3,"LeHardy, Paul",pale,1873,First Hand,continental,,scientist,Official,M,near Jones Pass,within sight of Yellowstone Lake,"Capt WA Jones, Narkok, Capt Noyles, Lt Hall, Comstock, Creary, LeHardy, Lt Young, Heizmann",20,scientific discovery,"20+military escort, packers & scouts, ""Reconnaissance of Northwestern Wyoming"" southeast GYE, Jones Pass, FB, Canyon, Mirror, Tower Fall, Washburn, geyser basins, Lake, Thorofare",1873,July,17,1873,September,5,1,LeHardy 1875,5,"LeHardy, Paul",1875,,,,,
